id,name,description,latitude,longitude,region,state,country,best_months,nearest_airports,weather_info,avg_green_fee,avg_lodging_cost_per_night,estimated_trip_cost,tags,summary,image_url,reviews_count,lodging_price_min,lodging_price_max,lodging_price_currency,lodging_price_last_updated
20,Kiawah Island,"Kiawah Island, located near Charleston, South Carolina, offers five championship courses, including the renowned Ocean Course.",32.6088,-80.0846,Southeast,South Carolina,USA,"March,April,May,September,October",Charleston International Airport,"Mild winters (50–60°F), warm summers (80–90°F), occasional coastal breezes.",75,,1125,resort|coastal|championship courses,A luxurious coastal retreat offering world-class golf and amenities. Ideal for those seeking both challenge and relaxation.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576867/golf_directory/location_20_kiawah-island.jpg,0,,,USD,
22,Hilton Head Island,"Hilton Head Island, South Carolina, features over 20 championship golf courses designed by renowned architects.",32.2163,-80.7526,Southeast,South Carolina,USA,"March,April,May,September,October",Savannah/Hilton Head International Airport (SAV) - 45 miles,"Mild winters (50–60°F), warm summers (80–90°F), occasional humidity.",0,,660,coastal|resort|variety,"A scenic island destination offering a mix of public and private courses, complemented by beautiful beaches and upscale amenities.",https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576869/golf_directory/location_22_hilton-head-island.jpg,0,,,USD,
30,"Pebble Beach, California","Golf destination in Pebble Beach, California featuring 6 courses",36.5696553,-121.9497555,West,California,USA,April through October,Monterey Regional Airport,,75,,525,golf destination|multiple courses,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576873/golf_directory/location_30_pebble-beach-california.jpg,0,,,USD,
25,Naples,"Naples, Florida, is known for upscale golf and lifestyle, with more than 90 courses, many with public access.",26.142,-81.7948,Southeast,Florida,USA,"January,February,March,April,November,December",Southwest Florida International Airport,"Warm winters (70–80°F), hot summers (90–95°F), high humidity, rainy summers.",75,,1065,luxury|coastal|snowbird,"A high-end golf destination with great winter weather and polished amenities. Best for a laid-back, upscale trip.",https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576875/golf_directory/location_25_naples.jpg,0,,,USD,
31,New York City,,40.71805980666666,-74.00475382666667,Northeast,New York,USA,,Wilmington Airport,,75,,,"",,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576877/golf_directory/location_31_new-york-city.jpg,0,,,USD,
14,Big Cedar Lodge,America's premier wilderness resort featuring five unique golf courses in the Ozark Mountains.,36.6516,-93.2851,Midwest,Missouri,USA,April through October,"Branson Airport (BKG), Springfield-Branson National Airport (SGF)","Four distinct seasons with mild springs and falls, warm summers, and cool winters. Best golf weather in spring and fall.",238,,1839,"","Big Cedar Lodge combines world-class golf with stunning Ozarks wilderness, featuring designs by Tiger Woods, Jack Nicklaus, Bill Coore and Ben Crenshaw, and Gary Player.",http://localhost:3000/rails/active_storage/disk/eyJfcmFpbHMiOnsiZGF0YSI6eyJrZXkiOiJ1OWp3bXVxaXUzNnBjMnVxaTE2dmM2NndodmE1IiwiZGlzcG9zaXRpb24iOiJpbmxpbmU7IGZpbGVuYW1lPVwiYmlnLWNlZGFyLWxvZGdlLmpwZ1wiOyBmaWxlbmFtZSo9VVRGLTgnJ2JpZy1jZWRhci1sb2RnZS5qcGciLCJjb250ZW50X3R5cGUiOiJpbWFnZS9qcGVnIiwic2VydmljZV9uYW1lIjoibG9jYWwifSwiZXhwIjoiMjAyNS0wNC0xM1QxNzo0MTo1NC43NDJaIiwicHVyIjoiYmxvYl9rZXkifX0=--dc0ef667ffffe3ae7ce1e46107cb2cfe713330b5/big-cedar-lodge.jpg,0,,,USD,
5,Kohler,"Home to the legendary Whistling Straits and Blackwolf Run, Kohler is a premier Midwest golf destination featuring Pete Dye masterpieces along Lake Michigan. The Straits course, host of the 2021 Ryder Cup, offers a links-style experience with stunning lakeside views.",43.7394,-87.784,Midwest,Wisconsin,USA,June through September,Sheboygan County Memorial International Airport,Warm summers and cold winters. Peak golf season is late spring through early fall. Lake Michigan influences local weather with occasional strong winds.,283,,1899,lakeside|resort style|championship venue,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576874/golf_directory/location_5_kohler.jpg,0,,,USD,
28,"Brooklyn, New York","Golf destination in Brooklyn, New York featuring 2 courses",40.6169148,-74.02051019999999,Northeast,New York,USA,April through October,Newark Liberty International Airport,,75,,525,golf destination|multiple courses,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576878/golf_directory/location_28_brooklyn-new-york.jpg,0,,,USD,
18,Bandon Dunes,Bandon Dunes Golf Resort in Oregon is a legendary destination with five authentic links courses on the dramatic Pacific coastline.,43.1896,-124.4081,Pacific Northwest,OR,USA,"May,June,July,August,September","Southwest Oregon Regional Airport (OTH) - 30 miles, Eugene Airport (EUG) - 150 miles","Mild summers (60–70°F), frequent coastal wind and fog, limited rainfall.",0,,750,resort|links|coastal,"{""description"":""Bandon Dunes is a world-class golf destination located on the rugged coast of Oregon, USA. This location is a haven for golf enthusiasts, offering a unique golfing experience that resembles the ancient links courses of Scotland. With five highly-ranked golf courses, stunning panoramic views of the Pacific Ocean, and a natural landscape that challenges even seasoned golfers, Bandon Dunes is undeniably a premier golfing destination."",""notable_courses"":[""Bandon Dunes"",""Pacific Dunes"",""Bandon Trails"",""Old Macdonald"",""Sheep Ranch""],""best_time_to_visit"":""The best time to visit Bandon Dunes for golf is during the shoulder seasons of spring (April to June) and fall (September to November). During these periods, the weather is typically mild and the courses are less crowded."",""special_events"":""Bandon Dunes hosts a number of golf tournaments and events each year, including the Bandon Dunes Championship, the U.S. Amateur Championship, the Speedgolf World Championships, and the Oregon Amateur Championship."",""golf_culture"":""The golf culture at Bandon Dunes is deeply rooted in tradition and respect for the game. The resort is designed for golf purists, with a 'walking-only' policy on all courses to maintain the classic style of golf. The atmosphere is friendly and inviting, with a strong sense of camaraderie among golfers. Local golfers and visitors alike embrace the challenging natural terrain and unpredictable weather, viewing them as integral parts of the unique Bandon Dunes golf experience.""}",https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576879/golf_directory/location_18_bandon-dunes.jpg,0,,,USD,
11,Sand Valley,A modern golf destination featuring stunning sand barrens and dramatic golf courses designed by world-class architects.,44.3041,-89.879,Midwest,Wisconsin,USA,May through October,"Central Wisconsin Airport (CWA), Milwaukee Mitchell International Airport (MKE)",Four distinct seasons with warm summers and cold winters. Best golf weather from late spring through early fall.,250,,1800,"",Sand Valley is a golf destination that transformed central Wisconsin into a must-visit location for golf enthusiasts.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576882/golf_directory/location_11_sand-valley.jpg,0,,,USD,
7,Ponte Vedra Beach,"Home to TPC Sawgrass and PGA Tour headquarters, this Florida golf destination is famous for its championship courses and iconic island green 17th hole at THE PLAYERS Stadium Course.",30.24,-81.3853,Southeast,Florida,USA,October through May,Jacksonville International Airport,Subtropical climate with mild winters and hot summers. Year-round golf with best conditions in spring and fall.,337,,2211,coastal|resort style|championship venue,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576883/golf_directory/location_7_ponte-vedra-beach.jpg,0,,,USD,
12,The Greenbrier,"America's Resort since 1778, offering world-class golf in the Allegheny Mountains.",37.8137,-80.3047,Southeast,West Virginia,USA,April through October,"Greenbrier Valley Airport (LWB), Roanoke Regional Airport (ROA)",Four distinct seasons with mild summers and colorful falls. Best golf weather from late spring through early fall.,250,,1950,"",The Greenbrier is an iconic American resort featuring golf courses that have hosted numerous professional championships and presidents.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576884/golf_directory/location_12_the-greenbrier.jpg,0,,,USD,
8,Streamsong,"A modern golf resort featuring three distinct courses (Red, Blue, and Black) built on former phosphate mining land, offering a unique links-style experience in central Florida.",27.6661,-81.932,Southeast,Florida,USA,November through April,"Tampa International Airport (TPA), Orlando International Airport (MCO)",Subtropical climate with hot summers. Peak season is winter months with mild temperatures and lower humidity.,295,,2235,resort style|modern|links style,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576885/golf_directory/location_8_streamsong.jpg,0,,,USD,
4,Charleston,"Historic coastal city offering a perfect blend of championship golf, lowcountry charm, and southern hospitality. Known for its year-round golf weather and diverse course designs.",32.7765,-79.9311,Southeast,South Carolina,USA,"March through May, September through November",Charleston International Airport,Subtropical climate with mild winters and warm summers. Spring and fall offer ideal golfing conditions.,171,,1338,coastal|historic|lowcountry,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576887/golf_directory/location_4_charleston.jpg,0,,,USD,
19,Pinehurst,"Pinehurst in North Carolina is a historic golf mecca with nine distinct courses, including the world-renowned Pinehurst No. 2.",35.1954,-79.4696,Southeast,North Carolina,USA,"March,April,May,September,October",Shoshone County Airport,Spring/fall highs in 65–75°F range. Summers are hot and humid.,81,,1143,resort|historic|multiple courses,"A rich and traditional golf setting with historic roots. Ideal for golf purists, but lacks modern nightlife.",https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576889/golf_directory/location_19_pinehurst.jpg,0,,,USD,
16,Scottsdale,"Scottsdale, Arizona is a premier golf destination with over 200 courses in the area, known for desert golf, stunning mountain backdrops, and year-round play.",33.4942,-111.9261,Southwest,AZ,USA,"October,November,December,January,February,March,April",Phoenix Sky Harbor International Airport,Desert climate with mild winters (65-75°F) and hot summers (95-105°F). Very low rainfall.,180,,1590,desert|resort|championship,Premier desert golf destination with year-round play and stunning Sonoran Desert views.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576894/golf_directory/location_16_scottsdale.png,0,,,USD,
32,Las Vegas,,36.14238689230769,-115.192447476923,West,Nevada,USA,,Harry Reid International Airport,,115,,,"",,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576902/golf_directory/location_32_las-vegas.jpg,0,,,USD,
21,Palm Springs / La Quinta,The Palm Springs and La Quinta area in California boasts over 100 golf courses set against a stunning desert backdrop.,33.8303,-116.5453,West,California,USA,"October,November,March,April",Palm Springs International Airport (PSP) - 3 miles,"Hot summers (100–110°F), mild winters (60–70°F), low humidity.",0,,600,desert|variety|resort,A premier desert golf destination with a wide variety of courses and luxurious resorts. Best visited in cooler months.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576896/golf_directory/location_21_palm-springs-la-quinta.jpg,0,,,USD,
29,"Ponte Vedra Beach, Florida","Golf destination in Ponte Vedra Beach, Florida featuring 1 courses",30.1980018,-81.3955144,Southeast,Florida,USA,April through October,Jacksonville International Airport,,75,,525,golf destination|multiple courses,,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576897/golf_directory/location_29_ponte-vedra-beach-florida.jpg,0,,,USD,
24,San Diego,"San Diego, California, offers more than 70 golf courses with a mix of ocean views, inland hills, and world-famous Torrey Pines.",32.7157,-117.1611,West,California,USA,"March,April,May,September,October,November",McClellan-Palomar Airport,"Mild, dry weather year-round (60–75°F), low humidity, little rainfall.",75,,915,coastal|public courses|year-round,Consistently perfect weather and public-friendly options make San Diego a go-to for casual and serious golfers alike.,https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576898/golf_directory/location_24_san-diego.jpg,0,,,USD,
27,Lake Tahoe,"Lake Tahoe straddles California and Nevada, offering stunning high-altitude golf with mountain backdrops and nearby casino resorts.",39.0968,-120.0324,West,California,USA,"June,July,August,September","Reno-Tahoe International Airport (RNO) - 55 miles, Sacramento International Airport (SMF) - 120 miles","Cool dry summers (70–80°F), cold winters, high elevation.",0,,600,mountain|summer only|casino,"Summer-only destination with scenic views, elevation changes, and nightlife. Great for group trips with variety.",https://res.cloudinary.com/dm7yeg92v/image/upload/v1744576900/golf_directory/location_27_lake-tahoe.jpg,0,,,USD,
